# finetune_from: checkpoints/final/gat_marl_mydinh_best.pt
# topology: uet
episode,worker_id,total_steps,global_reward,avg_speed,avg_waiting_time,throughput,loss,epsilon,duration_s,had_obstacle,obstacle_edges,obstacle_count,vehicles_teleported,learning_rate
107,2,360,-290.5427,29.67,3.28,1208,0.017792,0.4,32.3,0,,0,0,5.26e-05
108,0,360,-833.6791,12.1,9.43,2915,0.02038,1.0,143.6,0,,0,0,5.17e-05
109,0,360,-303.2111,41.68,1.29,1246,0.009467,1.0,29.7,0,,0,0,5.09e-05
110,3,360,-792.9115,12.13,4.73,2452,0.014976,0.1,149.1,0,,0,0,5e-05
111,1,360,-681.9957,14.81,4.6,2462,0.014103,0.7,119.7,1,"SRC_V1_N01,SRC_V6_N10,EXT_E_N15_in",3,0,4.91e-05
112,2,360,-946.2906,10.99,6.6,2556,0.014503,0.4,147.3,0,,0,0,4.83e-05
113,0,360,-846.2846,12.17,7.53,2988,0.015811,1.0,145.6,0,,0,0,4.74e-05
114,3,360,-817.4561,9.19,9.25,1996,0.013855,0.1,157.8,0,,0,0,4.65e-05
115,1,360,-826.3071,11.21,7.51,2348,0.039595,0.7,162.8,1,SRC_R1_BC_N02,1,0,4.56e-05
116,1,360,-299.3162,38.38,1.37,1178,0.015532,0.7,29.5,1,"SRC_R2_BC_N12,EXT_E_N15_in",2,0,4.48e-05
117,2,360,-769.6646,10.69,5.25,2195,0.018817,0.4,154.1,0,,0,0,4.39e-05
118,0,360,-722.3721,17.02,3.74,3110,0.014975,1.0,141.9,0,,0,0,4.3e-05
119,3,360,-808.7488,9.93,3.83,2426,0.011689,0.1,138.9,1,"EXT_S_N10_in,EXT_E_N06_in",2,0,4.22e-05
120,1,360,-870.0567,13.03,6.98,2775,0.012746,0.7,142.3,0,,0,0,4.13e-05
121,2,360,-1063.1103,13.45,5.81,2456,0.018558,0.4,141.2,1,"EXT_E_N06_in,EXT_S_N13_in,SRC_R1_CD_N03",3,0,4.05e-05
122,0,360,-654.8515,11.96,8.55,2611,0.035764,1.0,136.6,1,"EXT_N_N03_in,SRC_V2_N02",2,0,3.96e-05
123,3,360,-880.5332,10.85,6.93,2436,0.016193,0.1,139.4,0,,0,0,3.88e-05
124,0,360,-318.9632,43.02,1.16,1245,0.018835,1.0,29.3,0,,0,0,3.79e-05
125,3,360,-283.4457,23.33,4.65,1187,0.015476,0.1,34.7,0,,0,0,3.71e-05
126,1,360,-1017.0724,14.12,4.22,2700,0.024143,0.7,143.2,1,SRC_V3N_N03,1,0,3.62e-05
127,3,360,-294.6125,26.09,2.65,1169,0.018179,0.1,34.9,0,,0,0,3.54e-05
128,2,360,-879.5544,9.93,4.93,2122,0.010979,0.4,152.0,0,,0,0,3.45e-05
129,0,360,-887.5314,13.49,5.38,2763,0.017658,1.0,157.7,0,,0,0,3.37e-05
130,1,360,-764.1027,10.46,6.3,2391,0.014695,0.7,151.7,0,,0,0,3.29e-05
131,3,360,-839.7392,11.0,5.0,1954,0.030805,0.1,155.7,1,SRC_V3S_N07,1,0,3.21e-05
132,2,360,-827.0358,11.71,5.47,2558,0.014085,0.4,146.1,0,,0,0,3.13e-05
133,0,360,-690.5262,15.81,3.88,2763,0.014153,1.0,132.7,1,"SRC_R1_CD_N04,SRC_RM_CD_N09",2,0,3.05e-05
134,1,360,-878.3038,10.56,5.86,2747,0.04745,0.7,136.6,0,,0,0,2.97e-05
135,3,360,-827.4642,10.65,6.34,2015,0.048481,0.1,148.1,0,,0,0,2.89e-05
136,2,360,-806.3773,12.66,4.96,1941,0.029164,0.4,149.4,1,"SRC_R1_DE_N04,SRC_R1_CD_N04,EXT_N_N03_in",3,0,2.81e-05
137,3,360,-274.2893,26.22,3.13,1180,0.019443,0.1,34.4,1,"SRC_V2_N12,SRC_RM_AB_N08",2,0,2.73e-05
138,0,360,-910.781,13.42,5.92,2955,0.019932,1.0,147.1,0,,0,0,2.65e-05
139,1,360,-903.8344,11.26,7.15,2787,0.01957,0.7,145.7,0,,0,0,2.58e-05
140,1,360,-329.1474,35.07,2.6,1221,0.012979,0.7,32.5,1,"SRC_R1_CD_N03,SRC_V1_N01,SRC_V6_N06",3,0,2.5e-05
141,2,360,-781.8008,9.62,5.48,2172,0.032011,0.4,152.7,0,,0,0,2.42e-05
142,3,360,-685.147,10.02,6.89,2455,0.02532,0.1,146.6,0,,0,0,2.35e-05
143,0,360,-755.3628,16.77,3.99,3114,0.017336,1.0,140.0,0,,0,0,2.28e-05
144,2,360,-899.8218,12.06,4.67,2590,0.019472,0.4,139.7,0,,0,0,2.2e-05
145,1,360,-1611.3174,8.23,8.55,1862,0.026722,0.7,167.2,1,"SRC_R1_AB_N01,SRC_V2_N02,SRC_R2_DE_N15",3,0,2.13e-05
146,0,360,-820.8265,15.34,8.52,2927,0.017116,1.0,129.9,0,,0,0,2.06e-05
147,3,360,-1458.2061,7.86,11.13,1656,0.030026,0.1,165.9,1,"SRC_R1_AB_N01,SRC_V5N_N05",2,0,1.99e-05
148,0,360,-314.3252,43.56,1.18,1249,0.032845,1.0,29.3,0,,0,0,1.92e-05
149,2,360,-836.5086,10.48,6.46,2130,0.02179,0.4,149.1,0,,0,0,1.85e-05
150,1,360,-890.6596,10.29,5.34,2434,0.020336,0.7,152.7,0,,0,0,1.79e-05
151,2,360,-246.1741,43.31,1.44,1160,0.019046,0.4,28.5,1,EXT_E_N10_in,1,0,1.72e-05
152,3,360,-732.8022,11.01,4.73,2427,0.01895,0.1,144.3,0,,0,0,1.65e-05
153,1,360,-320.1546,29.42,2.21,1217,0.016581,0.7,31.7,1,SRC_R2_DE_N15,1,0,1.59e-05
154,0,360,-1102.8502,13.43,7.97,2922,0.02078,1.0,148.6,0,,0,0,1.53e-05
