episode,worker_id,total_steps,global_reward,avg_speed,avg_waiting_time,throughput,loss,epsilon,duration_s,had_obstacle,obstacle_edges,obstacle_count,vehicles_teleported,learning_rate
228,0,360,-318.1647,18.1,3.9,3829,0.026425,1.0,56.1,1,EXT_W_N01_in,1,0,6.66e-05
229,2,360,-522.6205,10.67,5.03,3854,0.074132,0.7429,81.0,0,,0,0,6.63e-05
230,5,360,-1160.3044,9.83,11.87,3054,0.016075,0.3571,94.8,1,"EXT_N_N03_in,SRC_PH_N06,SRC_THD_N07",3,0,6.6e-05
231,4,360,-761.342,11.58,2.14,3525,0.016963,0.4857,97.6,0,,0,0,6.56e-05
232,7,360,-957.0155,11.42,4.46,3379,0.015854,0.1,81.9,1,SRC_LDT_N_N02,1,0,6.53e-05
233,1,360,-609.8395,10.97,2.47,3781,0.024807,0.8714,86.0,0,,0,0,6.5e-05
234,6,360,-447.7408,14.14,2.39,3646,0.113015,0.2286,90.0,0,,0,0,6.47e-05
235,0,360,-719.7687,9.41,4.99,3671,0.031244,1.0,85.4,1,"SRC_PH_N03,SRC_HTM_E_N02",2,0,6.43e-05
236,7,360,-156.2238,42.42,1.2,809,0.069143,0.1,11.0,0,,0,0,6.4e-05
237,3,360,-813.1162,11.0,7.53,3638,0.024568,0.6143,96.1,1,SRC_THD_N07,1,0,6.37e-05
238,7,360,-155.0552,36.88,3.23,807,0.029846,0.1,11.8,0,,0,0,6.33e-05
239,2,360,-685.1324,10.97,5.09,3763,0.019782,0.7429,90.6,0,,0,0,6.3e-05
240,4,360,-443.911,13.5,5.21,3451,0.034474,0.4857,79.0,1,EXT_N_N02_in,1,0,6.27e-05
241,0,360,-1060.9108,12.49,6.56,3256,0.067021,1.0,75.3,1,"SRC_HN_N05,SRC_NH_N05,EXT_E_N06_in",3,0,6.23e-05
242,5,360,-462.9763,10.26,3.23,3582,0.027465,0.3571,88.6,0,,0,0,6.2e-05
243,1,360,-439.5207,11.34,3.46,3961,0.031664,0.8714,81.1,0,,0,0,6.17e-05
244,6,360,-592.4736,13.0,4.6,3685,0.076552,0.2286,87.2,0,,0,0,6.13e-05
245,3,360,-660.3558,13.18,3.31,3645,0.032841,0.6143,89.1,0,,0,0,6.1e-05
246,2,360,-1735.9176,10.78,17.93,3102,0.017269,0.7429,87.3,1,"SRC_THD_N07,EXT_W_N04_in,SRC_LDT_S_N05",3,0,6.06e-05
247,2,360,-226.1325,45.32,1.44,807,0.065594,0.7429,11.5,1,SRC_NCT_S_N04,1,0,6.03e-05
248,7,360,-2383.6464,4.86,20.4,2554,0.028075,0.1,115.1,1,"SRC_LDT_S_N08,SRC_LDT_S_N05",2,0,6e-05
249,4,360,-366.716,11.9,4.61,3637,0.086707,0.4857,79.3,0,,0,0,5.96e-05
250,6,360,-303.1932,14.42,3.55,3209,0.029608,0.2286,66.4,1,"SRC_NH_N06,EXT_E_N06_in,EXT_W_N01_in",3,0,5.93e-05
251,0,360,-409.7944,14.7,8.76,4224,0.028904,1.0,80.0,0,,0,0,5.89e-05
252,1,360,-386.659,15.44,2.26,4100,0.034333,0.8714,76.1,0,,0,0,5.86e-05
253,5,360,-389.0097,13.53,3.37,3566,0.028499,0.3571,82.4,0,,0,0,5.83e-05
254,1,360,-253.3865,32.06,3.29,748,0.052303,0.8714,12.0,1,"SRC_HTM_W_N01,EXT_W_N07_in,SRC_THD_N07",3,0,5.79e-05
255,3,360,-403.9371,16.31,2.52,3840,0.054328,0.6143,76.8,0,,0,0,5.76e-05
256,2,360,-435.0657,13.66,3.26,3900,0.026253,0.7429,78.7,0,,0,0,5.72e-05
257,7,360,-658.2642,8.35,4.54,3507,0.024504,0.1,88.0,0,,0,0,5.69e-05
258,0,360,-475.9548,13.15,4.07,4050,0.063425,1.0,73.8,0,,0,0,5.66e-05
259,4,360,-1024.3281,11.03,10.97,3277,0.088895,0.4857,92.2,1,SRC_HTM_E_N02,1,0,5.62e-05
260,6,360,-537.6816,10.13,4.98,3486,0.026796,0.2286,93.1,0,,0,0,5.59e-05
261,1,360,-389.1785,13.55,4.5,4063,0.018982,0.8714,81.3,0,,0,0,5.55e-05
262,6,360,-166.7258,36.05,2.08,804,0.025123,0.2286,10.9,1,SRC_LDT_N_N05,1,0,5.52e-05
263,3,360,-476.192,12.39,2.72,3623,0.027624,0.6143,87.2,0,,0,0,5.48e-05
264,5,360,-1671.6747,6.35,36.06,3150,0.020822,0.3571,104.6,1,"SRC_NCT_S_N04,SRC_THD_N07",2,0,5.45e-05
265,2,360,-348.7482,16.26,4.18,4110,0.014562,0.7429,68.7,1,SRC_HN_N04,1,0,5.41e-05
266,3,360,-200.2443,33.06,0.2,800,0.032753,0.6143,12.2,0,,0,0,5.38e-05
267,3,360,-229.3369,39.5,1.24,797,0.025269,0.6143,13.3,1,"SRC_HTM_E_N02,SRC_HTM_W_N01,SRC_LDT_S_N08",3,0,5.35e-05
268,0,360,-1207.6166,14.02,31.67,3472,0.023822,1.0,74.1,1,"EXT_W_N01_in,SRC_LDT_N_N02,EXT_E_N03_in",3,0,5.31e-05
269,4,360,-488.2501,16.64,3.8,3261,0.061906,0.4857,67.2,1,"EXT_W_N07_in,EXT_S_N08_in",2,0,5.28e-05
270,7,360,-449.4338,8.59,6.52,3481,0.032846,0.1,102.0,0,,0,0,5.24e-05
271,1,360,-382.5825,15.04,3.0,3885,0.149179,0.8714,87.7,0,,0,0,5.21e-05
272,2,360,-1178.2,9.29,35.45,3322,0.097973,0.7429,72.9,1,"SRC_PH_N06,SRC_HTM_E_N02",2,0,5.17e-05
273,5,360,-412.3228,10.98,3.15,3702,0.027888,0.3571,89.9,0,,0,0,5.14e-05
274,6,360,-1047.8497,9.25,11.03,3324,0.032907,0.2286,102.2,1,SRC_PH_N03,1,0,5.1e-05
275,3,360,-645.5509,9.56,4.57,3223,0.021405,0.6143,81.5,1,"EXT_S_N07_in,SRC_LDT_N_N05",2,0,5.07e-05
276,0,360,-358.9249,16.61,3.99,4148,0.02668,1.0,74.1,0,,0,0,5.03e-05
277,0,360,-186.9372,32.44,5.52,807,0.018569,1.0,11.2,0,,0,0,5e-05
278,4,360,-495.7337,13.1,4.75,3716,0.028103,0.4857,89.3,0,,0,0,4.97e-05
279,7,360,-647.59,10.19,3.27,3739,0.02452,0.1,89.8,0,,0,0,4.93e-05
280,1,360,-392.2882,14.54,3.52,3895,0.01907,0.8714,76.1,0,,0,0,4.9e-05
281,2,360,-1462.5475,6.37,10.61,3177,0.028088,0.7429,96.6,1,"SRC_LDT_N_N02,SRC_HTM_W_N01",2,0,4.86e-05
282,5,360,-442.3711,12.79,4.38,3644,0.029527,0.3571,84.8,0,,0,0,4.83e-05
283,6,360,-546.2289,11.43,5.54,3557,0.034984,0.2286,84.7,0,,0,0,4.79e-05
284,3,360,-531.7882,13.13,4.41,3719,0.064588,0.6143,81.7,1,SRC_HTM_W_N02,1,0,4.76e-05
285,6,360,-149.3426,35.11,1.64,622,0.027065,0.2286,9.3,1,"EXT_W_N01_in,EXT_E_N03_in",2,0,4.72e-05
286,0,360,-342.8522,18.39,3.25,3994,0.02534,1.0,64.8,1,EXT_W_N01_in,1,0,4.69e-05
287,0,360,-181.3835,45.14,0.92,771,0.025031,1.0,10.5,1,EXT_S_N07_in,1,0,4.65e-05
288,4,360,-407.2979,12.07,3.69,3585,0.033328,0.4857,80.3,1,EXT_N_N01_in,1,0,4.62e-05
289,7,360,-852.4304,13.6,5.51,3657,0.018816,0.1,73.2,1,"EXT_N_N01_in,SRC_LDT_N_N02",2,0,4.59e-05
290,1,360,-1166.9762,8.52,5.48,2873,0.024863,0.8714,85.9,1,"SRC_HTM_E_N02,SRC_LDT_N_N02,EXT_N_N01_in",3,0,4.55e-05
291,2,360,-416.7104,14.95,3.97,3830,0.078698,0.7429,74.6,0,,0,0,4.52e-05
292,5,360,-513.174,12.25,3.09,3637,0.026815,0.3571,86.7,0,,0,0,4.48e-05
293,3,360,-512.9787,13.74,3.88,3900,0.028004,0.6143,83.3,0,,0,0,4.45e-05
294,0,360,-432.4718,13.92,4.19,3978,0.020832,1.0,82.8,0,,0,0,4.41e-05
295,6,360,-1642.1812,6.37,19.48,3281,0.081264,0.2286,95.5,1,"SRC_HTM_W_N01,SRC_THD_N07",2,0,4.38e-05
296,4,360,-1150.992,8.24,6.11,3304,0.02866,0.4857,88.4,1,"SRC_NH_N06,SRC_HTM_E_N02",2,0,4.34e-05
297,1,360,-367.0886,15.28,4.28,3958,0.031289,0.8714,78.8,0,,0,0,4.31e-05
298,7,360,-579.8002,9.01,7.35,3410,0.032547,0.1,93.4,0,,0,0,4.28e-05
299,2,360,-527.9942,10.5,5.44,3723,0.030949,0.7429,94.4,1,SRC_NCT_S_N07,1,0,4.24e-05
300,3,360,-394.1094,15.51,2.75,3506,0.023717,0.6143,78.5,1,"EXT_S_N07_in,SRC_HTM_W_N02",2,0,4.21e-05
301,5,360,-525.7841,10.91,4.63,3609,0.022567,0.3571,97.9,0,,0,0,4.17e-05
302,6,360,-647.2108,10.84,3.25,3232,0.022242,0.2286,83.0,1,SRC_LDT_N_N05,1,0,4.14e-05
303,0,360,-987.7754,9.39,4.61,3223,0.022221,1.0,94.8,1,"SRC_THD_N07,SRC_HTM_E_N02,EXT_N_N02_in",3,0,4.11e-05
304,4,360,-432.0027,11.41,3.84,3575,0.022044,0.4857,77.9,1,SRC_HTM_E_N03,1,0,4.07e-05
305,4,360,-197.6469,31.5,2.93,714,0.04138,0.4857,11.2,1,"EXT_S_N07_in,EXT_E_N06_in",2,0,4.04e-05
306,2,360,-301.9703,17.76,3.22,3545,0.118239,0.7429,55.7,1,"EXT_S_N08_in,EXT_W_N01_in",2,0,4e-05
307,1,360,-437.1168,11.14,3.31,3659,0.037083,0.8714,88.7,0,,0,0,3.97e-05
308,7,360,-2415.5751,5.37,28.13,2683,0.026126,0.1,105.5,1,"SRC_LDT_N_N02,SRC_PH_N03,SRC_THD_N08",3,0,3.94e-05
309,3,360,-407.8198,10.22,3.17,3893,0.026084,0.6143,78.9,0,,0,0,3.9e-05
310,5,360,-731.4729,10.7,6.63,3258,0.032151,0.3571,82.9,1,SRC_LDT_S_N05,1,0,3.87e-05
311,6,360,-431.0384,10.0,3.65,3545,0.025738,0.2286,83.4,0,,0,0,3.83e-05
312,0,360,-1195.3266,8.28,8.36,3172,0.021773,1.0,98.8,1,"SRC_PH_N03,EXT_N_N01_in",2,0,3.8e-05
313,2,360,-708.9703,10.22,6.56,3082,0.020545,0.7429,81.2,1,"SRC_LDT_N_N05,EXT_S_N08_in",2,0,3.77e-05
314,1,360,-364.2304,14.95,4.27,3937,0.025756,0.8714,78.3,0,,0,0,3.73e-05
315,4,360,-581.9084,8.96,5.04,3558,0.018573,0.4857,95.5,0,,0,0,3.7e-05
316,3,360,-340.4121,15.21,3.2,3608,0.029819,0.6143,75.4,1,EXT_N_N02_in,1,0,3.67e-05
317,7,360,-575.5639,10.21,4.97,3446,0.054828,0.1,85.9,0,,0,0,3.63e-05
318,3,360,-192.0421,50.44,0.62,803,0.016871,0.6143,11.8,0,,0,0,3.6e-05
319,5,360,-590.0473,10.37,3.23,3543,0.021028,0.3571,82.1,0,,0,0,3.57e-05
320,6,360,-449.4018,10.52,3.5,3655,0.039075,0.2286,80.9,0,,0,0,3.53e-05
321,2,360,-442.4745,14.18,3.28,3860,0.031074,0.7429,82.7,0,,0,0,3.5e-05
322,1,360,-454.9165,14.42,3.43,3375,0.017399,0.8714,79.6,1,EXT_E_N06_in,1,0,3.47e-05
323,0,360,-561.7692,11.57,5.73,3726,0.031116,1.0,87.4,0,,0,0,3.44e-05
324,4,360,-602.4228,9.4,4.04,3551,0.095458,0.4857,90.9,0,,0,0,3.4e-05
325,3,360,-470.0997,13.45,2.95,3763,0.018903,0.6143,84.1,0,,0,0,3.37e-05
326,7,360,-698.7983,9.24,2.94,3304,0.025007,0.1,96.3,0,,0,0,3.34e-05
327,6,360,-536.511,13.13,3.65,3205,0.019221,0.2286,75.2,1,"SRC_HTM_E_N03,EXT_N_N02_in",2,0,3.3e-05
328,5,360,-491.4064,8.84,4.11,3562,0.02628,0.3571,87.0,0,,0,0,3.27e-05
329,1,360,-428.1762,12.1,4.43,3528,0.123933,0.8714,79.0,1,EXT_S_N08_in,1,0,3.24e-05
330,2,360,-1935.0022,6.19,36.18,3251,0.023847,0.7429,93.2,1,"SRC_HTM_W_N01,SRC_HN_N05,SRC_NCT_N_N01",3,0,3.21e-05
331,4,360,-351.0401,15.3,2.35,3184,0.022706,0.4857,82.3,1,EXT_E_N06_in,1,0,3.17e-05
332,3,360,-405.9908,13.37,4.06,3862,0.020129,0.6143,76.1,0,,0,0,3.14e-05
333,0,360,-2390.3356,5.93,20.04,2673,0.027302,1.0,113.6,1,"SRC_PH_N03,SRC_LDT_N_N02,SRC_HTM_E_N02",3,0,3.11e-05
334,6,360,-686.6884,8.97,6.64,3424,0.01945,0.2286,76.2,1,"SRC_NCT_N_N04,EXT_E_N03_in",2,0,3.08e-05
335,5,360,-385.5482,12.67,2.91,3400,0.023866,0.3571,72.2,1,"EXT_W_N01_in,EXT_E_N03_in",2,0,3.05e-05
336,7,360,-580.5742,10.21,2.14,3301,0.026405,0.1,99.2,0,,0,0,3.01e-05
337,1,360,-367.4759,18.86,2.35,3379,0.023881,0.8714,66.3,1,"SRC_THD_N08,EXT_E_N03_in,EXT_E_N06_in",3,0,2.98e-05
338,2,360,-358.9124,12.81,3.06,3912,0.025013,0.7429,80.8,0,,0,0,2.95e-05
339,4,360,-456.0223,10.58,4.24,3657,0.025704,0.4857,87.2,0,,0,0,2.92e-05
340,3,360,-856.1185,10.76,4.58,3107,0.034836,0.6143,83.5,1,"EXT_W_N01_in,EXT_W_N07_in,SRC_PH_N03",3,0,2.89e-05
341,5,360,-506.2862,9.43,5.58,3546,0.080995,0.3571,83.5,0,,0,0,2.86e-05
342,6,360,-507.9793,9.1,3.45,3568,0.016645,0.2286,88.9,0,,0,0,2.83e-05
343,0,360,-1405.9163,7.82,9.53,2914,0.036,1.0,99.4,1,"SRC_LDT_N_N02,SRC_HN_N05,SRC_HTM_W_N01",3,0,2.8e-05
344,6,360,-185.3438,29.3,4.33,801,0.027348,0.2286,11.1,1,SRC_THD_N08,1,0,2.76e-05
345,1,360,-534.0429,10.62,8.28,3886,0.072979,0.8714,79.2,0,,0,0,2.73e-05
346,7,360,-1463.9936,5.94,20.42,3069,0.022926,0.1,98.4,1,"SRC_NCT_N_N01,EXT_E_N03_in,SRC_NH_N05",3,0,2.7e-05
347,2,360,-523.8414,11.44,3.66,3856,0.021314,0.7429,85.5,1,SRC_NH_N05,1,0,2.67e-05
348,3,360,-378.6365,11.05,3.83,3721,0.054549,0.6143,86.9,0,,0,0,2.64e-05
349,4,360,-578.7619,11.03,2.38,3577,0.070498,0.4857,97.0,0,,0,0,2.61e-05
350,5,360,-488.1047,9.61,5.13,3583,0.016743,0.3571,84.1,0,,0,0,2.58e-05
351,0,360,-407.6204,15.39,5.42,4068,0.028869,1.0,76.3,0,,0,0,2.55e-05
352,4,360,-182.8577,32.25,5.41,765,0.018885,0.4857,11.3,1,"SRC_NCT_S_N07,EXT_N_N01_in,SRC_NH_N06",3,0,2.52e-05
353,1,360,-467.9194,12.49,4.88,3983,0.019701,0.8714,83.8,0,,0,0,2.49e-05
354,6,360,-815.1252,8.48,4.28,2934,0.024939,0.2286,86.2,1,"SRC_NCT_N_N04,SRC_HTM_W_N01,EXT_W_N01_in",3,0,2.46e-05
355,7,360,-525.7894,11.15,4.48,3471,0.020593,0.1,81.4,1,EXT_W_N04_in,1,0,2.43e-05
356,2,360,-1390.4341,7.42,27.83,3237,0.01931,0.7429,101.1,1,"SRC_NCT_S_N04,SRC_PH_N06",2,0,2.4e-05
357,3,360,-775.4035,9.86,6.11,3286,0.053398,0.6143,81.2,1,"EXT_N_N02_in,SRC_HTM_W_N01",2,0,2.37e-05
358,0,360,-1462.0117,12.05,15.42,3680,0.035425,1.0,81.0,1,"SRC_NCT_S_N04,EXT_S_N07_in,SRC_THD_N08",3,0,2.34e-05
359,4,360,-865.0638,8.32,10.54,3056,0.03617,0.4857,81.8,1,"EXT_E_N06_in,SRC_LDT_S_N05",2,0,2.31e-05
360,1,360,-465.1507,11.35,4.26,3959,0.020402,0.8714,78.9,0,,0,0,2.28e-05
361,5,360,-1146.2949,7.73,8.02,3133,0.022664,0.3571,102.9,1,SRC_HTM_W_N01,1,0,2.25e-05
362,6,360,-691.7734,9.8,5.14,3406,0.025032,0.2286,93.0,1,SRC_NCT_N_N04,1,0,2.23e-05
363,7,360,-901.4045,6.94,11.76,3027,0.014317,0.1,93.2,1,SRC_PH_N06,1,0,2.2e-05
364,2,360,-502.0582,10.83,5.76,3738,0.022697,0.7429,93.8,0,,0,0,2.17e-05
365,4,360,-689.1124,10.34,4.35,3224,0.034195,0.4857,77.5,1,"SRC_HN_N04,SRC_PH_N06,EXT_N_N01_in",3,0,2.14e-05
366,3,360,-453.8129,11.36,4.8,3728,0.017785,0.6143,92.8,0,,0,0,2.11e-05
367,0,360,-407.5425,12.8,3.3,3916,0.017737,1.0,84.7,1,EXT_N_N01_in,1,0,2.08e-05
368,1,360,-427.8912,17.79,2.64,3871,0.028859,0.8714,81.4,1,EXT_N_N01_in,1,0,2.06e-05
369,5,360,-592.0593,11.41,3.34,3615,0.038802,0.3571,92.6,0,,0,0,2.03e-05
370,6,360,-556.2348,7.7,4.48,3351,0.027461,0.2286,103.0,0,,0,0,2e-05
371,7,360,-1142.6888,7.88,29.31,3091,0.028021,0.1,95.1,1,"SRC_HTM_E_N03,SRC_LDT_S_N08,SRC_LDT_N_N05",3,0,1.97e-05
372,2,360,-337.2218,13.69,4.36,3994,0.029243,0.7429,83.0,0,,0,0,1.94e-05
373,4,360,-516.1755,11.71,4.5,3585,0.02192,0.4857,86.9,0,,0,0,1.92e-05
374,0,360,-1166.3783,7.93,10.08,3367,0.029466,1.0,84.9,1,"EXT_N_N03_in,SRC_HN_N05",2,0,1.89e-05
375,1,360,-478.4878,10.56,4.78,3835,0.03249,0.8714,80.5,0,,0,0,1.86e-05
376,3,360,-2139.6353,3.99,43.13,2843,0.076094,0.6143,99.6,1,"SRC_NCT_N_N01,SRC_PH_N06",2,0,1.84e-05
377,5,360,-426.0635,10.94,2.82,3572,0.089277,0.3571,86.0,0,,0,0,1.81e-05
378,6,360,-749.7515,8.06,6.23,3276,0.027776,0.2286,95.7,0,,0,0,1.78e-05
379,7,360,-926.9083,7.19,10.02,3193,0.023664,0.1,93.5,1,SRC_HTM_W_N01,1,0,1.76e-05
380,0,360,-353.2104,15.94,4.48,3759,0.024065,1.0,66.6,1,"EXT_W_N04_in,EXT_S_N07_in",2,0,1.73e-05
381,2,360,-468.3829,11.06,3.55,3786,0.019999,0.7429,85.9,0,,0,0,1.7e-05
382,4,360,-675.5183,9.27,5.87,3517,0.026536,0.4857,90.7,0,,0,0,1.68e-05
383,1,360,-538.3342,12.29,3.5,3845,0.030263,0.8714,85.2,0,,0,0,1.65e-05
384,3,360,-470.3965,8.5,5.26,3657,0.025904,0.6143,89.9,0,,0,0,1.63e-05
385,5,360,-462.2725,10.12,3.59,3562,0.015941,0.3571,83.6,0,,0,0,1.6e-05
386,5,360,-179.7116,30.87,2.47,810,0.033205,0.3571,11.7,1,SRC_NH_N05,1,0,1.58e-05
387,0,360,-366.8718,19.21,4.68,4106,0.022491,1.0,76.8,0,,0,0,1.55e-05
388,6,360,-592.4921,8.31,5.36,3429,0.023381,0.2286,91.1,0,,0,0,1.53e-05
389,7,360,-540.2086,9.12,4.86,3307,0.024319,0.1,97.8,0,,0,0,1.5e-05
390,2,360,-648.7356,14.02,3.12,3323,0.027076,0.7429,85.5,1,"SRC_PH_N03,EXT_E_N06_in,SRC_NH_N05",3,0,1.48e-05
391,4,360,-369.3196,13.51,3.95,3718,0.027304,0.4857,77.3,0,,0,0,1.45e-05
392,3,360,-447.2695,10.31,3.42,3710,0.017254,0.6143,89.3,0,,0,0,1.43e-05
393,1,360,-1490.0138,8.43,11.78,3136,0.023619,0.8714,103.7,1,"SRC_HTM_W_N02,SRC_LDT_S_N08,SRC_NCT_S_N04",3,0,1.4e-05
394,5,360,-541.5614,10.67,3.33,3564,0.015826,0.3571,88.6,0,,0,0,1.38e-05
395,0,360,-414.6965,17.32,4.16,4116,0.030741,1.0,77.5,0,,0,0,1.36e-05
396,6,360,-1093.0939,10.05,6.86,2982,0.058359,0.2286,87.4,1,"EXT_W_N07_in,SRC_HTM_E_N02",2,0,1.33e-05
397,7,360,-1035.8868,7.26,6.49,3242,0.020287,0.1,87.7,1,"SRC_THD_N07,SRC_HTM_W_N02",2,0,1.31e-05
398,2,360,-620.9975,11.1,7.01,3774,0.026598,0.7429,85.2,0,,0,0,1.29e-05
399,4,360,-368.0854,11.8,2.79,3629,0.023467,0.4857,85.3,0,,0,0,1.26e-05
400,3,360,-419.3985,10.98,3.04,3345,0.016971,0.6143,77.7,1,"SRC_PH_N03,SRC_THD_N08,EXT_E_N06_in",3,0,1.24e-05
401,1,360,-406.8405,11.35,4.13,3961,0.019568,0.8714,77.5,0,,0,0,1.22e-05
402,0,360,-451.9766,12.03,5.89,3878,0.017789,1.0,78.8,0,,0,0,1.19e-05
403,5,360,-501.3229,9.87,4.35,3563,0.02113,0.3571,91.3,0,,0,0,1.17e-05
404,6,360,-719.3623,13.79,12.52,3310,0.022527,0.2286,73.8,1,"EXT_W_N01_in,EXT_S_N07_in",2,0,1.15e-05
405,2,360,-425.1841,12.03,4.47,3856,0.017973,0.7429,77.9,0,,0,0,1.13e-05
406,4,360,-763.1258,10.57,29.61,3292,0.066956,0.4857,78.9,1,"SRC_NCT_N_N04,SRC_HTM_E_N03,SRC_NH_N06",3,0,1.11e-05
407,7,360,-661.0315,8.16,2.74,3432,0.023798,0.1,97.9,0,,0,0,1.08e-05
408,3,360,-383.0484,12.4,5.51,3456,0.027268,0.6143,82.5,1,EXT_E_N06_in,1,0,1.06e-05
409,1,360,-654.5682,13.94,2.96,3710,0.022629,0.8714,90.6,0,,0,0,1.04e-05
410,0,360,-653.1857,11.1,3.78,3392,0.032898,1.0,83.8,1,"SRC_LDT_N_N05,EXT_N_N01_in,SRC_NCT_N_N01",3,0,1.02e-05
411,6,360,-474.8311,11.86,3.93,3532,0.021991,0.2286,88.1,0,,0,0,1e-05
412,5,360,-1060.2277,7.7,6.51,3234,0.067106,0.3571,97.1,1,"SRC_NCT_S_N04,SRC_NCT_S_N07",2,0,9.8e-06
413,2,360,-479.7843,10.38,5.21,3728,0.064136,0.7429,87.4,0,,0,0,9.6e-06
414,4,360,-658.0421,11.07,6.09,3453,0.021369,0.4857,85.7,0,,0,0,9.4e-06
415,7,360,-624.9989,9.72,2.29,3322,0.032702,0.1,97.8,0,,0,0,9.2e-06
416,3,360,-1081.9331,12.8,4.05,3366,0.014423,0.6143,90.0,1,"SRC_LDT_N_N02,SRC_LDT_S_N05",2,0,9e-06
417,0,360,-455.5037,16.33,4.29,4163,0.023032,1.0,77.1,0,,0,0,8.8e-06
418,1,360,-1811.1402,4.49,10.48,2964,0.033229,0.8714,101.6,1,"SRC_PH_N03,SRC_HTM_W_N01",2,0,8.6e-06
419,6,360,-584.5937,9.57,3.01,3457,0.034598,0.2286,89.6,0,,0,0,8.4e-06
420,4,360,-843.3918,9.87,19.16,3054,0.022712,0.4857,73.8,1,"SRC_HN_N05,EXT_E_N06_in,SRC_HN_N04",3,0,8.2e-06
421,5,360,-729.7058,9.71,4.04,3490,0.062929,0.3571,95.0,0,,0,0,8e-06
422,2,360,-541.5324,13.83,2.62,3687,0.018215,0.7429,89.8,0,,0,0,7.8e-06
423,7,360,-645.5115,10.02,3.59,3498,0.101255,0.1,89.0,0,,0,0,7.7e-06
424,3,360,-693.9567,10.19,6.74,3544,0.021158,0.6143,95.6,0,,0,0,7.5e-06
425,7,360,-152.4023,39.7,3.58,737,0.016426,0.1,10.1,1,EXT_N_N02_in,1,0,7.3e-06
426,1,360,-511.6908,12.92,3.76,4097,0.018899,0.8714,87.7,1,"SRC_NH_N05,SRC_NH_N06",2,0,7.1e-06
427,0,360,-784.7066,9.47,6.27,3541,0.016301,1.0,98.8,1,"SRC_LDT_N_N05,SRC_NH_N06",2,0,6.9e-06
428,6,360,-664.269,11.08,4.97,3263,0.020674,0.2286,80.7,1,"SRC_LDT_N_N02,EXT_W_N04_in",2,0,6.8e-06
429,0,360,-201.3052,29.69,5.58,802,0.021343,1.0,11.2,0,,0,0,6.6e-06
430,5,360,-470.893,11.19,4.24,3323,0.025941,0.3571,86.5,1,EXT_S_N08_in,1,0,6.4e-06
431,4,360,-542.3289,9.94,4.01,3513,0.025121,0.4857,102.2,0,,0,0,6.2e-06
432,2,360,-581.0169,10.57,3.64,3703,0.023779,0.7429,99.5,0,,0,0,6.1e-06
433,3,360,-1225.7285,7.75,7.74,2793,0.082447,0.6143,85.8,1,"EXT_S_N08_in,EXT_N_N03_in,SRC_NCT_S_N04",3,0,5.9e-06
434,7,360,-464.6317,10.13,2.65,3395,0.06427,0.1,90.6,0,,0,0,5.8e-06
435,1,360,-441.6895,10.62,7.17,3973,0.020534,0.8714,83.9,0,,0,0,5.6e-06
436,7,360,-176.2367,36.93,2.36,797,0.082548,0.1,12.8,1,"SRC_HTM_W_N02,SRC_HTM_E_N02",2,0,5.4e-06
437,0,360,-383.1403,12.08,4.71,4133,0.028323,1.0,80.7,0,,0,0,5.3e-06
438,6,360,-515.315,10.32,2.51,3531,0.02157,0.2286,83.4,0,,0,0,5.1e-06
439,6,360,-187.1208,37.03,5.34,802,0.024582,0.2286,10.9,0,,0,0,5e-06
440,5,360,-527.8845,8.93,2.8,3599,0.022163,0.3571,99.0,0,,0,0,4.8e-06
441,4,360,-1164.2416,7.62,8.34,3438,0.027533,0.4857,98.9,1,SRC_NCT_N_N01,1,0,4.7e-06
442,2,360,-561.649,12.06,6.08,3794,0.022824,0.7429,87.0,0,,0,0,4.5e-06
443,1,360,-449.4284,11.84,4.88,3672,0.08264,0.8714,80.0,1,"SRC_NH_N05,EXT_E_N03_in",2,0,4.4e-06
444,3,360,-1139.8874,8.01,12.65,3410,0.070818,0.6143,96.8,1,"SRC_NCT_N_N01,SRC_NCT_S_N04",2,0,4.2e-06
445,0,360,-488.3503,14.17,3.54,3829,0.011242,1.0,75.2,1,EXT_N_N01_in,1,0,4.1e-06
446,7,360,-603.4857,9.04,3.28,3411,0.102131,0.1,97.5,0,,0,0,4e-06
447,6,360,-694.8549,8.97,5.94,3467,0.014896,0.2286,99.0,0,,0,0,3.8e-06
448,5,360,-563.3489,9.94,3.39,3617,0.082648,0.3571,91.0,0,,0,0,3.7e-06
449,2,360,-434.3428,14.62,4.84,3952,0.01517,0.7429,82.4,0,,0,0,3.6e-06
450,4,360,-1513.3046,7.63,10.89,2957,0.070778,0.4857,96.0,1,"SRC_HN_N05,EXT_N_N01_in,SRC_HTM_E_N02",3,0,3.5e-06
451,1,360,-1001.595,9.63,14.63,3668,0.017919,0.8714,92.0,1,SRC_PH_N03,1,1,3.3e-06
452,0,360,-470.7437,11.92,7.67,4087,0.01843,1.0,81.2,0,,0,0,3.2e-06
453,3,360,-566.5251,12.61,3.29,3741,0.024678,0.6143,92.3,0,,0,0,3.1e-06
454,3,360,-203.0073,31.37,3.32,808,0.018554,0.6143,11.5,0,,0,0,3e-06
455,7,360,-620.7072,9.92,3.61,3621,0.017303,0.1,90.7,0,,0,0,2.8e-06
456,6,360,-572.5315,12.86,4.28,3552,0.024192,0.2286,87.1,0,,0,0,2.7e-06
457,2,360,-535.8192,13.61,3.69,3734,0.036699,0.7429,85.7,0,,0,0,2.6e-06
